date,algo_id,total_pnl,trades_count,wins,losses
2024-09-27 00:00:00,algo2,3800.0,1,1,0
2024-01-11 00:00:00,algo2,3800.0,1,1,0
2025-02-18 00:00:00,algo2,3800.0,1,1,0
2024-01-05 00:00:00,algo2,3800.0,1,1,0
2025-01-09 00:00:00,algo2,3800.0,1,1,0
2024-02-26 00:00:00,algo2,3800.0,1,1,0
2024-10-10 00:00:00,algo2,3800.0,1,1,0
2024-12-27 00:00:00,algo2,3800.0,1,1,0
2024-09-26 00:00:00,algo2,-10200.0,1,0,1
2024-03-27 00:00:00,algo2,3800.0,1,1,0
2025-01-14 00:00:00,algo2,3800.0,1,1,0
2024-08-22 00:00:00,algo2,3800.0,1,1,0
2024-07-02 00:00:00,algo2,3800.0,1,1,0
2024-04-22 00:00:00,algo2,3800.0,1,1,0
2024-06-11 00:00:00,algo3,-381.75,1,0,1
2024-07-18 00:00:00,algo3,4175.36,1,1,0
2024-07-09 00:00:00,algo3,1034.33,1,1,0
2024-05-24 00:00:00,algo3,185.56,1,1,0
2024-03-14 00:00:00,algo3,-653.38,1,0,1
2024-12-30 00:00:00,algo3,2072.33,1,1,0
2024-04-02 00:00:00,algo3,-520.59,2,0,2
2024-05-02 00:00:00,algo3,605.53,2,1,1
2024-09-25 00:00:00,algo3,1380.57,1,1,0
2024-11-28 00:00:00,algo3,5882.6,1,1,0
2024-03-13 00:00:00,algo3,-1324.31,1,0,1
2024-03-22 00:00:00,algo3,-654.34,1,0,1
2024-06-26 00:00:00,algo3,-661.79,2,1,1
2024-10-23 00:00:00,algo3,-825.5,1,0,1
2025-02-14 00:00:00,algo3,2351.62,1,1,0
2024-05-16 00:00:00,algo3,-473.61,1,0,1
2024-02-20 00:00:00,algo3,822.45,2,1,1
2025-01-10 00:00:00,algo3,1530.01,1,1,0
2024-05-29 00:00:00,algo3,-304.87,1,0,1
2024-04-10 00:00:00,algo3,-2415.02,2,1,1
2024-03-06 00:00:00,algo3,-1216.45,3,1,2
2024-04-05 00:00:00,algo3,-2807.58,3,1,2
2025-05-19 00:00:00,algo3,-884.91,1,0,1
2025-05-21 00:00:00,algo3,813.35,1,1,0
2025-03-28 00:00:00,algo3,-1096.2,1,0,1
2025-04-21 00:00:00,algo3,2635.42,1,1,0
2025-01-07 00:00:00,algo3,-492.81,1,0,1
2024-03-04 00:00:00,algo3,-623.33,3,0,3
2024-09-17 00:00:00,algo3,-629.28,3,0,3
2024-10-30 00:00:00,algo3,208.33,1,1,0
2025-03-26 00:00:00,algo3,-2184.95,1,0,1
2024-03-15 00:00:00,algo3,-290.85,1,0,1
2024-11-08 00:00:00,algo3,604.54,1,1,0
2025-01-08 00:00:00,algo3,602.38,1,1,0
2024-07-08 00:00:00,algo3,-260.64,1,0,1
2024-07-11 00:00:00,algo3,-2921.85,1,0,1
2025-02-05 00:00:00,algo3,-1343.38,1,0,1
2024-02-29 00:00:00,algo3,-2965.62,2,0,2
2024-10-11 00:00:00,algo3,117.51,1,1,0
2024-12-06 00:00:00,algo3,-746.97,1,0,1
2025-05-09 00:00:00,algo3,-359.97,1,0,1
2025-01-17 00:00:00,algo3,886.55,1,1,0
2024-12-03 00:00:00,algo3,1196.68,1,1,0
2024-10-31 00:00:00,algo3,1923.6,1,1,0
2025-02-28 00:00:00,algo3,5294.48,1,1,0
2024-06-14 00:00:00,algo3,-143.39,1,0,1
2025-05-16 00:00:00,algo3,-725.21,1,0,1
2024-08-20 00:00:00,algo3,196.63,2,1,1
2024-10-07 00:00:00,algo3,4708.71,1,1,0
2025-03-04 00:00:00,algo3,-1142.09,1,0,1
2025-02-04 00:00:00,algo3,3751.74,1,1,0
2024-07-04 00:00:00,algo3,-1003.84,1,0,1
2024-08-08 00:00:00,algo3,1715.19,1,1,0
2024-02-16 00:00:00,algo3,-187.99,2,1,1
2025-03-20 00:00:00,algo3,2189.33,1,1,0
2024-08-19 00:00:00,algo3,-886.89,1,0,1
2024-02-22 00:00:00,algo3,1322.29,2,1,1
2024-05-30 00:00:00,algo3,-3157.02,2,0,2
2024-10-25 00:00:00,algo3,3461.43,1,1,0
2024-05-27 00:00:00,algo3,-1299.27,1,0,1
2025-04-30 00:00:00,algo3,-251.4,1,0,1
2024-12-16 00:00:00,algo3,-1500.55,2,0,2
2024-12-10 00:00:00,algo3,-681.08,1,0,1
2024-08-27 00:00:00,algo3,-720.74,3,0,3
2024-03-11 00:00:00,algo3,-3333.09,2,0,2
2024-06-04 00:00:00,algo3,29404.31,1,1,0
2024-05-31 00:00:00,algo3,-3014.93,2,0,2
2024-04-01 00:00:00,algo3,-361.48,2,0,2
2025-02-12 00:00:00,algo3,-84.81,1,0,1
2024-04-18 00:00:00,algo3,-291.94,3,1,2
2024-08-06 00:00:00,algo3,2907.07,1,1,0
2024-05-03 00:00:00,algo3,-1097.72,1,0,1
2024-06-27 00:00:00,algo3,-556.92,2,1,1
2024-07-01 00:00:00,algo3,2122.75,1,1,0
2024-07-24 00:00:00,algo3,-3240.01,2,0,2
2024-11-21 00:00:00,algo3,1887.0,1,1,0
2024-07-16 00:00:00,algo3,-191.41,1,0,1
2024-10-16 00:00:00,algo3,306.37,1,1,0
2024-05-22 00:00:00,algo3,-183.93,2,1,1
2024-11-11 00:00:00,algo3,-773.18,1,0,1
2024-12-31 00:00:00,algo3,-1009.89,1,0,1
2024-06-21 00:00:00,algo3,-1871.49,1,0,1
2024-07-05 00:00:00,algo3,1538.6,1,1,0
2024-09-11 00:00:00,algo3,-3442.19,2,0,2
2024-09-09 00:00:00,algo3,-3511.6,2,0,2
2024-11-19 00:00:00,algo3,-9.52,1,0,1
2025-01-06 00:00:00,algo3,7758.61,1,1,0
2025-01-27 00:00:00,algo3,1432.35,1,1,0
2024-06-03 00:00:00,algo3,-990.08,1,0,1
2024-07-31 00:00:00,algo3,727.13,1,1,0
2024-04-29 00:00:00,algo3,1761.57,2,1,1
2024-09-02 00:00:00,algo3,-1084.65,2,0,2
2024-10-15 00:00:00,algo3,1714.06,1,1,0
2024-04-03 00:00:00,algo3,173.43,2,1,1
2025-01-28 00:00:00,algo3,-114.35,1,0,1
2025-04-29 00:00:00,algo3,-608.45,1,0,1
2024-06-28 00:00:00,algo3,-3886.5,2,0,2
2024-12-23 00:00:00,algo3,-336.47,1,0,1
2025-02-19 00:00:00,algo3,-1057.4,1,0,1
2024-04-23 00:00:00,algo3,-726.19,2,0,2
2025-03-03 00:00:00,algo3,867.53,1,1,0
2025-03-19 00:00:00,algo3,320.82,1,1,0
2024-04-12 00:00:00,algo3,-3396.82,2,0,2
2025-05-05 00:00:00,algo3,445.25,1,1,0
2025-03-24 00:00:00,algo3,2124.29,1,1,0
2025-01-21 00:00:00,algo3,6786.82,1,1,0
2025-05-07 00:00:00,algo3,2638.29,1,1,0
2024-08-01 00:00:00,algo3,-394.49,1,0,1
2024-09-24 00:00:00,algo3,113.03,1,1,0
2025-05-13 00:00:00,algo3,-2733.02,1,0,1
2024-05-17 00:00:00,algo3,209.55,2,1,1
2025-02-13 00:00:00,algo3,145.38,1,1,0
2024-06-20 00:00:00,algo3,-386.44,1,0,1
2024-09-12 00:00:00,algo3,674.05,3,1,2
2025-02-24 00:00:00,algo3,556.37,1,1,0
2025-04-17 00:00:00,algo3,8538.72,1,1,0
2024-05-10 00:00:00,algo3,-1232.51,2,0,2
2024-09-20 00:00:00,algo3,4163.15,1,1,0
2024-10-08 00:00:00,algo3,-1904.72,1,0,1
2024-12-09 00:00:00,algo3,-334.82,1,0,1
2024-02-23 00:00:00,algo3,-1402.67,2,0,2
2025-02-11 00:00:00,algo3,5297.47,1,1,0
2024-11-14 00:00:00,algo3,-34.45,1,0,1
2024-02-27 00:00:00,algo3,-1699.68,3,1,2
2024-12-04 00:00:00,algo3,-414.3,1,0,1
2024-04-22 00:00:00,algo3,-2983.96,2,0,2
2024-07-30 00:00:00,algo3,80.0,1,1,0
2025-05-15 00:00:00,algo3,6504.61,1,1,0
2024-12-20 00:00:00,algo3,6338.47,1,1,0
2024-06-12 00:00:00,algo3,-420.18,1,0,1
2024-11-01 00:00:00,algo3,-170.71,1,0,1
2024-08-26 00:00:00,algo3,-2050.68,3,1,2
2024-04-26 00:00:00,algo3,-3396.2,2,0,2
2024-03-01 00:00:00,algo3,368.98,3,1,2
2025-04-24 00:00:00,algo3,-519.85,1,0,1
2024-03-05 00:00:00,algo3,-3344.86,3,0,3
2024-09-16 00:00:00,algo3,-3788.28,3,0,3
2025-03-13 00:00:00,algo3,1990.03,1,1,0
2024-06-10 00:00:00,algo3,-910.51,1,0,1
2024-03-12 00:00:00,algo3,-2980.84,2,0,2
2024-07-10 00:00:00,algo3,-4593.16,2,0,2
2024-10-24 00:00:00,algo3,4.78,1,1,0
2024-02-28 00:00:00,algo3,-3695.31,2,0,2
2024-02-19 00:00:00,algo3,-210.81,2,1,1
2025-04-23 00:00:00,algo3,-518.97,1,0,1
2024-11-18 00:00:00,algo3,2023.33,1,1,0
2024-05-28 00:00:00,algo3,-4294.5,3,0,3
2024-08-02 00:00:00,algo3,-352.26,1,0,1
2024-05-21 00:00:00,algo3,1195.19,2,1,1
2024-12-24 00:00:00,algo3,346.9,1,1,0
2024-10-21 00:00:00,algo3,2400.18,1,1,0
2024-05-13 00:00:00,algo3,-1380.34,2,0,2
2025-04-07 00:00:00,algo3,-2424.82,1,0,1
2025-04-16 00:00:00,algo3,1187.28,1,1,0
2025-03-27 00:00:00,algo3,2240.56,1,1,0
2024-10-09 00:00:00,algo3,922.97,1,1,0
2025-01-24 00:00:00,algo3,1144.57,1,1,0
2024-09-18 00:00:00,algo3,-3807.3,3,0,3
2024-06-19 00:00:00,algo3,-1343.63,1,0,1
2024-04-16 00:00:00,algo3,-2956.43,2,0,2
2024-11-07 00:00:00,algo3,4726.18,1,1,0
2024-04-19 00:00:00,algo3,-1349.07,1,0,1
2024-07-15 00:00:00,algo3,-163.55,1,0,1
2024-08-21 00:00:00,algo3,713.07,2,1,1
2024-04-25 00:00:00,algo3,215.83,3,1,2
2024-05-15 00:00:00,algo3,-314.34,1,0,1
2025-02-17 00:00:00,algo3,-1510.87,1,0,1
2024-06-13 00:00:00,algo3,-1055.29,1,0,1
2024-09-03 00:00:00,algo3,-585.9,1,0,1
2024-10-22 00:00:00,algo3,5391.36,1,1,0
2025-04-28 00:00:00,algo3,4377.71,1,1,0
2024-08-23 00:00:00,algo3,-730.5,2,0,2
2025-03-25 00:00:00,algo3,-1118.52,1,0,1
2024-03-18 00:00:00,algo3,-367.09,1,0,1
2024-11-13 00:00:00,algo3,3939.0,1,1,0
2025-01-22 00:00:00,algo3,-771.12,1,0,1
2024-05-08 00:00:00,algo3,-358.78,1,0,1
2025-05-02 00:00:00,algo3,334.63,1,1,0
2024-07-25 00:00:00,algo3,-3531.14,2,0,2
2025-03-21 00:00:00,algo3,2882.84,1,1,0
2024-03-19 00:00:00,algo3,1203.49,2,1,1
2024-07-03 00:00:00,algo3,-218.67,1,0,1
2024-03-07 00:00:00,algo3,-783.81,3,0,3
2024-08-29 00:00:00,algo3,-1460.61,2,1,1
2024-06-25 00:00:00,algo3,1448.15,2,1,1
2024-08-30 00:00:00,algo3,-516.57,2,0,2
2024-06-18 00:00:00,algo3,-326.3,1,0,1
2024-09-13 00:00:00,algo3,-4391.9,3,0,3
2024-11-04 00:00:00,algo3,5132.76,1,1,0
2025-02-20 00:00:00,algo3,-1039.15,1,0,1
2025-02-27 00:00:00,algo3,128.47,1,1,0
2024-03-20 00:00:00,algo3,-390.63,2,0,2
2024-11-12 00:00:00,algo3,5976.81,1,1,0
2024-09-23 00:00:00,algo3,829.98,1,1,0
2024-09-04 00:00:00,algo3,1421.4,1,1,0
2024-11-05 00:00:00,algo3,-2224.11,1,0,1
2024-04-30 00:00:00,algo3,-1365.11,2,0,2
2025-02-25 00:00:00,algo3,-488.32,1,0,1
2025-04-09 00:00:00,algo3,624.96,1,1,0
2024-03-26 00:00:00,algo3,-363.9,1,0,1
2024-09-10 00:00:00,algo3,-2897.05,3,1,2
2024-05-07 00:00:00,algo3,-751.39,1,0,1
2024-05-23 00:00:00,algo3,6523.43,1,1,0
2024-06-24 00:00:00,algo3,2181.16,1,1,0
2024-12-19 00:00:00,algo3,-1008.0,1,0,1
2024-05-09 00:00:00,algo3,3098.12,2,1,1
2025-01-13 00:00:00,algo3,1384.06,1,1,0
2024-03-21 00:00:00,algo3,-307.25,1,0,1
2024-10-18 00:00:00,algo3,-1770.33,1,0,1
2024-03-28 00:00:00,algo3,1749.9,2,1,1
2025-01-15 00:00:00,algo3,317.93,1,1,0
2024-09-19 00:00:00,algo3,-4372.29,3,0,3
2024-07-23 00:00:00,algo3,-3291.17,2,0,2
2024-07-26 00:00:00,algo3,7825.96,1,1,0
2024-05-06 00:00:00,algo3,-416.69,1,0,1
2024-10-28 00:00:00,algo3,-1074.5,1,0,1
2024-04-04 00:00:00,algo3,-1404.73,2,0,2
2024-08-28 00:00:00,algo3,-2871.85,2,1,1
2024-07-29 00:00:00,algo3,-1339.07,1,0,1
2025-05-06 00:00:00,algo3,-1492.3,1,0,1
2024-12-26 00:00:00,algo3,187.16,1,1,0
2025-02-21 00:00:00,algo3,633.31,1,1,0
2025-05-14 00:00:00,algo3,608.86,1,1,0
2025-05-23 00:00:00,algo3,3268.33,1,1,0
2024-04-24 00:00:00,algo3,-444.1,2,0,2
2024-04-15 00:00:00,algo3,-3043.24,2,0,2
2024-10-17 00:00:00,algo3,4541.4,1,1,0
2024-04-09 00:00:00,algo3,-4704.34,3,0,3
2024-12-11 00:00:00,algo3,146.95,1,1,0
2024-04-08 00:00:00,algo3,-1650.84,2,1,1
2024-05-14 00:00:00,algo3,-529.62,1,0,1
2024-12-05 00:00:00,algo3,2448.23,1,1,0
2024-02-21 00:00:00,algo3,-750.68,1,0,1
2024-12-13 00:00:00,algo3,4464.37,1,1,0
2024-09-27 00:00:00,algo3,-976.66,1,0,1
2025-02-18 00:00:00,algo3,65.17,1,1,0
2024-09-06 00:00:00,algo3,-3843.47,2,0,2
2025-01-09 00:00:00,algo3,1871.9,1,1,0
2025-04-08 00:00:00,algo3,-1090.11,1,0,1
2025-04-22 00:00:00,algo3,-374.4,1,0,1
2024-02-26 00:00:00,algo3,-2970.15,2,0,2
2024-10-10 00:00:00,algo3,707.87,1,1,0
2024-12-27 00:00:00,algo3,-292.35,1,0,1
2024-09-26 00:00:00,algo3,3290.26,1,1,0
2024-07-12 00:00:00,algo3,1505.98,1,1,0
2025-01-14 00:00:00,algo3,-265.8,1,0,1
2024-03-27 00:00:00,algo3,-402.83,1,0,1
2024-10-04 00:00:00,algo3,2391.58,1,1,0
2024-06-07 00:00:00,algo3,9215.4,1,1,0
2024-08-22 00:00:00,algo3,-1104.79,2,0,2
2024-07-02 00:00:00,algo3,-4162.74,2,0,2
2025-05-12 00:00:00,algo3,9985.43,1,1,0
2025-12-15 00:00:00,algo4,97.25,1,1,0
2026-02-10 00:00:00,algo4,12.5,1,1,0
2025-12-02 00:00:00,algo4,-55.75,1,0,1
2026-05-05 00:00:00,algo4,-19.8,1,0,1
2025-06-26 00:00:00,algo4,280.05,1,1,0
2025-11-18 00:00:00,algo4,-111.75,1,0,1
2025-10-30 00:00:00,algo4,-106.55,1,0,1
2025-09-18 00:00:00,algo4,-17.45,1,0,1
2026-02-19 00:00:00,algo4,-419.0,1,0,1
2026-04-16 00:00:00,algo4,-188.45,1,0,1
2026-05-11 00:00:00,algo4,-154.25,1,0,1
2025-06-12 00:00:00,algo4,-276.25,1,0,1
2026-02-06 00:00:00,algo4,87.9,1,1,0
2025-06-11 00:00:00,algo4,7.25,1,1,0
2026-04-20 00:00:00,algo4,-26.65,1,0,1
2025-09-24 00:00:00,algo4,-51.85,1,0,1
2025-10-15 00:00:00,algo4,141.6,1,1,0
2025-09-12 00:00:00,algo4,39.55,1,1,0
2025-09-15 00:00:00,algo4,-49.7,1,0,1
2026-02-17 00:00:00,algo4,87.45,1,1,0
2025-10-10 00:00:00,algo4,117.7,1,1,0
2025-06-24 00:00:00,algo4,-135.55,1,0,1
2026-05-07 00:00:00,algo4,-71.85,1,0,1
2025-10-21 00:00:00,algo4,-32.6,1,0,1
2025-11-04 00:00:00,algo4,-147.1,1,0,1
2026-04-22 00:00:00,algo4,-92.75,1,0,1
2025-12-29 00:00:00,algo4,-121.25,1,0,1
2026-01-07 00:00:00,algo4,-2.35,1,0,1
2025-10-28 00:00:00,algo4,-3.75,1,0,1
2025-06-10 00:00:00,algo4,-91.8,1,0,1
2025-11-20 00:00:00,algo4,60.05,1,1,0
2026-02-13 00:00:00,algo4,-100.05,1,0,1
2025-07-07 00:00:00,algo4,10.85,1,1,0
2025-11-13 00:00:00,algo4,-26.95,1,0,1
2025-12-16 00:00:00,algo4,-91.4,1,0,1
2026-02-05 00:00:00,algo4,-113.1,1,0,1
2025-10-08 00:00:00,algo4,-33.6,1,0,1
2025-09-11 00:00:00,algo4,60.0,1,1,0
2025-08-21 00:00:00,algo4,-58.25,1,0,1
2026-04-21 00:00:00,algo4,202.05,1,1,0
2026-04-24 00:00:00,algo4,-202.6,1,0,1
2026-01-08 00:00:00,algo4,-229.65,1,0,1
2025-07-08 00:00:00,algo4,94.65,1,1,0
2026-04-28 00:00:00,algo4,-54.2,1,0,1
2026-04-17 00:00:00,algo4,187.65,1,1,0
2026-04-30 00:00:00,algo4,0.6,1,1,0
2025-06-17 00:00:00,algo4,-124.45,1,0,1
2026-02-09 00:00:00,algo4,-21.4,1,0,1
2025-10-07 00:00:00,algo4,23.0,1,1,0
2025-10-16 00:00:00,algo4,190.4,1,1,0
2026-02-18 00:00:00,algo4,66.7,1,1,0
2025-09-10 00:00:00,algo4,-17.9,1,0,1
2026-01-02 00:00:00,algo4,173.45,1,1,0
2025-12-01 00:00:00,algo4,-150.05,1,0,1
2025-11-21 00:00:00,algo4,-41.4,1,0,1
2025-09-08 00:00:00,algo4,-29.45,1,0,1
2025-09-17 00:00:00,algo4,53.65,1,1,0
2025-10-27 00:00:00,algo4,122.85,1,1,0
2026-01-06 00:00:00,algo4,-11.0,1,0,1
2026-04-10 00:00:00,algo4,170.05,1,1,0
2026-02-12 00:00:00,algo4,-99.5,1,0,1
2025-09-09 00:00:00,algo4,4.5,1,1,0
2026-01-01 00:00:00,algo4,-26.75,1,0,1
2026-04-13 00:00:00,algo4,253.05,1,1,0
2025-10-31 00:00:00,algo4,-141.7,1,0,1
2025-11-12 00:00:00,algo4,41.5,1,1,0
2025-12-23 00:00:00,algo4,-28.05,1,0,1
2025-11-27 00:00:00,algo4,-45.7,1,0,1
2025-08-20 00:00:00,algo4,84.75,1,1,0
2026-02-24 00:00:00,algo4,-217.15,1,0,1
2025-07-01 00:00:00,algo4,-9.55,1,0,1
2025-08-26 00:00:00,algo4,-187.45,1,0,1
2025-09-04 00:00:00,algo4,-246.45,1,0,1
2025-07-09 00:00:00,algo4,-38.5,1,0,1
2025-10-13 00:00:00,algo4,50.05,1,1,0
2026-01-05 00:00:00,algo4,-83.4,1,0,1
2025-11-24 00:00:00,algo4,-163.3,1,0,1
2025-07-10 00:00:00,algo4,-156.4,1,0,1
2025-12-08 00:00:00,algo4,-199.25,1,0,1
2026-04-23 00:00:00,algo4,-29.3,1,0,1
2026-04-08 00:00:00,algo4,142.2,1,1,0
2025-10-09 00:00:00,algo4,107.5,1,1,0
2025-08-22 00:00:00,algo4,-194.05,1,0,1
2025-09-22 00:00:00,algo4,-35.75,1,0,1
2025-06-09 00:00:00,algo4,-56.9,1,0,1
2025-09-23 00:00:00,algo4,-39.5,1,0,1
2026-04-15 00:00:00,algo4,67.5,1,1,0
2025-12-26 00:00:00,algo4,-78.95,1,0,1
2025-07-03 00:00:00,algo4,-99.8,1,0,1
2025-07-02 00:00:00,algo4,-134.9,1,0,1
2025-10-23 00:00:00,algo4,-165.8,1,0,1
2025-12-24 00:00:00,algo4,-28.55,1,0,1
2025-07-24 00:00:00,algo4,-181.2,1,0,1
2026-02-11 00:00:00,algo4,-43.6,1,0,1
2025-09-16 00:00:00,algo4,165.5,1,1,0
2025-09-19 00:00:00,algo4,-83.15,1,0,1
2026-05-08 00:00:00,algo4,-57.5,1,0,1
2025-10-14 00:00:00,algo4,-132.05,1,0,1
2025-11-19 00:00:00,algo4,134.55,1,1,0
2025-09-05 00:00:00,algo4,-77.85,1,0,1
2025-07-04 00:00:00,algo4,32.15,1,1,0
2025-08-25 00:00:00,algo4,18.6,1,1,0
2025-11-28 00:00:00,algo4,-34.5,1,0,1
2025-08-28 00:00:00,algo6,-249.7,1,0,1
2025-06-04 00:00:00,algo6,171.9,1,1,0
2025-05-29 00:00:00,algo6,-12.5,1,0,1
2025-06-26 00:00:00,algo6,-179.45,1,0,1
2026-03-02 00:00:00,algo6,750.2,1,1,0
2025-11-13 00:00:00,algo6,-134.7,1,0,1
2026-02-04 00:00:00,algo6,-1015.8,1,0,1
2026-04-09 00:00:00,algo6,-546.6,1,0,1
2026-05-13 00:00:00,algo6,-356.85,1,0,1
2025-09-25 00:00:00,algo6,-50.8,1,0,1
2025-11-06 00:00:00,algo6,-312.75,1,0,1
2025-05-30 00:00:00,algo6,142.9,1,1,0
2025-06-16 00:00:00,algo6,-536.6,1,0,1
2025-06-02 00:00:00,algo6,116.6,1,1,0
2025-09-11 00:00:00,algo6,89.0,1,1,0
2026-01-09 00:00:00,algo6,165.35,1,1,0
2025-05-27 00:00:00,algo6,-124.15,1,0,1
2025-12-11 00:00:00,algo6,-562.3,1,0,1
2025-05-28 00:00:00,algo6,7.4,1,1,0
2025-08-20 00:00:00,algo6,-270.0,1,0,1
2025-06-03 00:00:00,algo6,225.85,1,1,0
2025-07-15 00:00:00,algo6,123.7,1,1,0
2026-01-05 00:00:00,algo6,-493.3,1,0,1
2025-10-07 00:00:00,algo6,508.05,1,1,0
2025-10-06 00:00:00,algo8,12458.28,1,1,0
2025-08-07 00:00:00,algo8,-6116.05,1,0,1
2025-08-28 00:00:00,algo8,12347.9,1,1,0
2025-10-17 00:00:00,algo8,12773.42,1,1,0
2025-09-02 00:00:00,algo8,-6163.25,1,0,1
2025-08-29 00:00:00,algo8,-6116.67,1,0,1
2026-03-17 00:00:00,algo8,-5873.3,1,0,1
2026-01-19 00:00:00,algo8,-6413.27,1,0,1
2026-05-14 00:00:00,algo8,-5882.56,1,0,1
2025-12-02 00:00:00,algo8,-6521.99,1,0,1
2026-05-05 00:00:00,algo8,12026.3,1,1,0
2025-06-26 00:00:00,algo8,12634.47,1,1,0
2026-01-21 00:00:00,algo8,-6285.25,1,0,1
2025-12-30 00:00:00,algo8,12970.45,1,1,0
2026-02-19 00:00:00,algo8,12936.67,1,1,0
2026-04-16 00:00:00,algo8,12192.6,1,1,0
2026-05-11 00:00:00,algo8,-5992.52,1,0,1
2026-05-13 00:00:00,algo8,11681.22,1,1,0
2026-01-29 00:00:00,algo8,12672.5,1,1,0
2025-11-06 00:00:00,algo8,-6398.34,1,0,1
2026-04-20 00:00:00,algo8,-6097.87,1,0,1
2025-09-24 00:00:00,algo8,-6277.19,1,0,1
2026-03-04 00:00:00,algo8,-6097.2,1,0,1
2025-12-17 00:00:00,algo8,-6475.6,1,0,1
2025-09-12 00:00:00,algo8,-6268.61,1,0,1
2025-10-20 00:00:00,algo8,12912.3,1,1,0
2026-02-20 00:00:00,algo8,-6351.64,1,0,1
2026-03-19 00:00:00,algo8,-5799.44,1,0,1
2025-09-30 00:00:00,algo8,12345.97,1,1,0
2026-02-17 00:00:00,algo8,-6409.49,1,0,1
2026-03-09 00:00:00,algo8,-5967.01,1,0,1
2026-05-21 00:00:00,algo8,5537.5,1,1,0
2025-06-24 00:00:00,algo8,12589.95,1,1,0
2026-03-13 00:00:00,algo8,11731.25,1,1,0
2026-03-20 00:00:00,algo8,11555.08,1,1,0
2025-09-01 00:00:00,algo8,-6108.17,1,0,1
2026-05-07 00:00:00,algo8,-6099.63,1,0,1
2026-03-11 00:00:00,algo8,12115.92,1,1,0
2026-05-20 00:00:00,algo8,-5864.31,1,0,1
2026-03-10 00:00:00,algo8,12140.4,1,1,0
2026-04-22 00:00:00,algo8,12235.42,1,1,0
2025-12-29 00:00:00,algo8,-6515.84,1,0,1
2026-04-01 00:00:00,algo8,11449.5,1,1,0
2025-07-21 00:00:00,algo8,-6249.75,1,0,1
2026-05-18 00:00:00,algo8,-5870.55,1,0,1
2025-10-24 00:00:00,algo8,-6483.77,1,0,1
2026-02-02 00:00:00,algo8,-6199.12,1,0,1
2025-11-20 00:00:00,algo8,-6533.02,1,0,1
2026-02-13 00:00:00,algo8,-6392.79,1,0,1
2026-04-06 00:00:00,algo8,-5695.08,1,0,1
2026-01-22 00:00:00,algo8,12672.08,1,1,0
2025-07-30 00:00:00,algo8,-6222.6,1,0,1
2025-12-16 00:00:00,algo8,-6487.87,1,0,1
2025-07-18 00:00:00,algo8,-6277.14,1,0,1
2026-03-18 00:00:00,algo8,11816.45,1,1,0
2025-09-29 00:00:00,algo8,-6182.14,1,0,1
2026-03-24 00:00:00,algo8,-5719.61,1,0,1
2025-12-09 00:00:00,algo8,-6466.77,1,0,1
2025-07-11 00:00:00,algo8,-6313.88,1,0,1
2026-03-27 00:00:00,algo8,11586.78,1,1,0
2025-08-21 00:00:00,algo8,12571.0,1,1,0
2025-11-26 00:00:00,algo8,12921.47,1,1,0
2026-04-21 00:00:00,algo8,-6093.64,1,0,1
2025-08-11 00:00:00,algo8,-6092.87,1,0,1
2026-04-24 00:00:00,algo8,-6025.14,1,0,1
2025-07-14 00:00:00,algo8,-6287.38,1,0,1
2025-12-22 00:00:00,algo8,-6513.96,1,0,1
2026-01-08 00:00:00,algo8,-6526.63,1,0,1
2025-07-29 00:00:00,algo8,12304.83,1,1,0
2025-08-01 00:00:00,algo8,12367.45,1,1,0
2026-01-28 00:00:00,algo8,-6314.71,1,0,1
2026-04-17 00:00:00,algo8,-6041.48,1,0,1
2025-12-03 00:00:00,algo8,-6501.23,1,0,1
2026-04-30 00:00:00,algo8,11998.47,1,1,0
2026-02-03 00:00:00,algo8,13154.03,1,1,0
2026-02-09 00:00:00,algo8,12944.35,1,1,0
2025-10-07 00:00:00,algo8,3009.96,1,1,0
2025-10-16 00:00:00,algo8,12697.45,1,1,0
2026-02-18 00:00:00,algo8,-6438.16,1,0,1
2025-09-10 00:00:00,algo8,-6247.75,1,0,1
2026-01-02 00:00:00,algo8,-6538.77,1,0,1
2025-12-01 00:00:00,algo8,-6581.45,1,0,1
2026-01-20 00:00:00,algo8,-6395.08,1,0,1
2025-08-18 00:00:00,algo8,-6234.55,1,0,1
2026-05-15 00:00:00,algo8,11865.7,1,1,0
2026-01-27 00:00:00,algo8,-6265.84,1,0,1
2025-08-12 00:00:00,algo8,-6140.84,1,0,1
2026-03-05 00:00:00,algo8,12307.97,1,1,0
2026-01-12 00:00:00,algo8,-6417.26,1,0,1
2025-09-17 00:00:00,algo8,-6319.15,1,0,1
2026-01-23 00:00:00,algo8,12672.3,1,1,0
2026-04-09 00:00:00,algo8,-5977.26,1,0,1
2026-04-10 00:00:00,algo8,11940.28,1,1,0
2026-03-23 00:00:00,algo8,-5706.09,1,0,1
2025-09-25 00:00:00,algo8,-6258.63,1,0,1
2025-07-28 00:00:00,algo8,-6195.61,1,0,1
2026-04-02 00:00:00,algo8,-5595.85,1,0,1
2026-01-09 00:00:00,algo8,-6460.1,1,0,1
2025-12-10 00:00:00,algo8,-6466.01,1,0,1
2026-04-13 00:00:00,algo8,-5897.4,1,0,1
2025-10-31 00:00:00,algo8,-6465.95,1,0,1
2025-09-26 00:00:00,algo8,-6204.64,1,0,1
2025-11-12 00:00:00,algo8,10917.48,1,1,0
2025-11-03 00:00:00,algo8,-6424.21,1,0,1
